user_id,run_id,date,distance_km,duration_seconds,notes,created_at
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,95609cd7-8618-4755-a046-76ddfcae08e1,2025-02-02,3.01,1258,Tempo,2025-06-14T23:05:41.194078
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,978403a3-9e3c-4ad8-8184-eec072e2b676,2025-02-03,5.13,2449,Recovery,2025-06-14T23:05:41.194091
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,d5ce81f4-d727-4389-bfef-8c152ede379c,2025-02-04,4.2,2005,Recovery,2025-06-14T23:05:41.194104
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,b0935235-2cf4-4e49-b83b-885e64b544e9,2025-02-05,3.38,1573,Recovery,2025-06-14T23:05:41.194117
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,677eba68-6677-4a58-8ebe-e9d8fedd0d09,2025-02-08,11.48,5469,Long,2025-06-14T23:05:41.194133
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,f4cda132-0a75-4459-88c7-2332cd8dd4a8,2025-02-10,4.9,1940,Tempo,2025-06-14T23:05:41.194148
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,f10c9223-7586-4834-93df-1c7fefdcfb94,2025-02-11,7.33,2895,Tempo,2025-06-14T23:05:41.194161
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,6cf3e719-b7f7-4cc2-8c95-1c29b6cab164,2025-02-13,5.24,2008,Interval,2025-06-14T23:05:41.194176
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,17e9b20d-5a2d-4fcf-b522-226dabd1ec5d,2025-02-14,7.59,2997,Interval,2025-06-14T23:05:41.194189
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,00680089-c3a3-4813-8027-176b34469516,2025-02-15,12.03,5685,Long,2025-06-14T23:05:41.194203
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,da74718a-7986-4254-9d68-01b8fdd5a8a9,2025-02-16,4.92,2002,Interval,2025-06-14T23:05:41.194216
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,cf872bda-b16b-43c2-a003-0c5a9c31bf2c,2025-02-17,7.59,2940,Interval,2025-06-14T23:05:41.194237
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,8b5220be-1064-44f7-811a-86e3edd6a521,2025-02-19,6.95,3294,Recovery,2025-06-14T23:05:41.194252
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,0bd5d0a8-f04c-4535-8636-9d9b5924c31a,2025-02-22,7.57,3553,Recovery,2025-06-14T23:05:41.194269
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,b569eca9-60e5-4f68-b80f-0fd2c7a5cf1d,2025-02-25,5.49,2279,Tempo,2025-06-14T23:05:41.194285
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,98ddc483-3c48-4e7e-acf8-179994c54bdc,2025-02-27,4.8,2164,Recovery,2025-06-14T23:05:41.194300
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,fb9199d0-b748-4806-ab07-3155243924c5,2025-03-01,9.73,4536,Long,2025-06-14T23:05:41.194315
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,7e4b2d27-6ec1-40ac-800e-83c07e705484,2025-03-03,7.55,2913,Interval,2025-06-14T23:05:41.194333
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,ed637c30-36c6-4813-83a2-4dfdfed2d3d0,2025-03-05,5.44,2185,Interval,2025-06-14T23:05:41.194348
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,5ba27d2a-9552-4d6c-9eab-4fd40f20e364,2025-03-06,5.51,2260,Tempo,2025-06-14T23:05:41.194364
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,e43f01ef-c290-4961-9a6c-f4b95e4f4b41,2025-03-07,4.31,1717,Tempo,2025-06-14T23:05:41.194377
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,9697cd1e-94ef-46b2-9a7e-02a25061198e,2025-03-08,12.69,5915,Long,2025-06-14T23:05:41.194390
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,3f2c2594-edf0-4c5e-b7c2-11c68a7fc1a1,2025-03-10,5.55,2199,Interval,2025-06-14T23:05:41.194404
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,131c97c4-94df-4505-9c30-8405487a94ac,2025-03-11,5.14,2368,Recovery,2025-06-14T23:05:41.194418
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,f7de52ce-c645-4858-b058-f48e5477dd14,2025-03-12,3.39,1335,Tempo,2025-06-14T23:05:41.194432
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,4e57f987-ef09-42eb-8b26-df040c89449d,2025-03-14,4.63,2097,Recovery,2025-06-14T23:05:41.194446
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,c81d9f1b-26c9-4602-ad1b-3933ba06aa7e,2025-03-15,13.9,6558,Long,2025-06-14T23:05:41.194459
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,aada0d28-9a58-41db-ad54-9be4c9b2138c,2025-03-17,6.43,3084,Recovery,2025-06-14T23:05:41.194473
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,049413ec-634f-48d2-babd-b89132373cdb,2025-03-20,6.99,2775,Interval,2025-06-14T23:05:41.194489
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,c0a1b062-05ce-4368-bc8b-6394d1470461,2025-03-25,7.37,3092,Tempo,2025-06-14T23:05:41.194507
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,245e1537-615a-4cbf-aee3-2a591bd95f53,2025-03-26,5.2,2344,Recovery,2025-06-14T23:05:41.194524
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,2a87d8d0-ca60-45d5-8782-40eb6da9e1a8,2025-03-27,4.71,2222,Recovery,2025-06-14T23:05:41.194537
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,247e472a-f00c-4805-9b93-fa6f2fb2aed6,2025-03-28,7.67,3461,Recovery,2025-06-14T23:05:41.194550
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,07c41e09-2f87-4285-bb3e-65621b00a736,2025-03-29,14.79,6595,Long,2025-06-14T23:05:41.194563
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,05697fdd-394e-46d6-af55-89e6c2f6b6d3,2025-03-30,7.04,2684,Interval,2025-06-14T23:05:41.194576
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,3e5391a8-c4ad-40ea-ba4f-05b9d5a38882,2025-04-01,5.32,2077,Interval,2025-06-14T23:05:41.194591
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,b93e17d5-46fb-43cb-9f01-8e17152ec126,2025-04-02,3.46,1373,Tempo,2025-06-14T23:05:41.194605
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,c71ce7f8-6f03-4baf-abf2-0d6428cf77b9,2025-04-03,5.59,2614,Recovery,2025-06-14T23:05:41.194622
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,2c5d0e38-3da4-49c3-ad16-e20e2ec9f728,2025-04-05,11.22,5221,Long,2025-06-14T23:05:41.194636
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,43ba9b85-400e-4871-95ea-6fcd78150007,2025-04-07,3.34,1338,Interval,2025-06-14T23:05:41.194651
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,3f34bb05-82d2-4a81-a4c6-d7fdb94525f5,2025-04-08,6.22,2442,Tempo,2025-06-14T23:05:41.194665
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,b5ae4ae6-d3fe-41d7-95d3-4093d1fee492,2025-04-09,5.82,2350,Tempo,2025-06-14T23:05:41.194678
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,b49c4b90-b7e9-4efe-ae2e-1fef2504ed95,2025-04-15,6.49,2631,Interval,2025-06-14T23:05:41.194697
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,bfc1cbf9-9577-4dcc-88bb-392629e24206,2025-04-17,4.26,1688,Tempo,2025-06-14T23:05:41.194715
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,e702980c-f488-4477-88d3-d78ac2e6d53c,2025-04-18,3.05,1222,Tempo,2025-06-14T23:05:41.194731
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,05443a5e-7520-4d80-b1b1-372c6f021b79,2025-04-19,8.92,4041,Long,2025-06-14T23:05:41.194744
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,20aebe66-2122-42fb-914d-3179f56253b7,2025-04-20,4.46,1717,Interval,2025-06-14T23:05:41.194757
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,0194884c-4e1c-478c-926f-8f4330311e3b,2025-04-22,6.96,2779,Interval,2025-06-14T23:05:41.194772
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,ca73dad4-dc69-4bd0-a582-e536fab1efb5,2025-04-24,4.67,1787,Interval,2025-06-14T23:05:41.194789
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,31a1438e-3215-4f07-9a3e-2805e9c6307c,2025-04-26,8.2,3567,Long,2025-06-14T23:05:41.194803
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,36386d15-8cb9-4e2e-92ae-812a92ea7719,2025-04-28,4.81,1913,Tempo,2025-06-14T23:05:41.194817
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,06e6ce9c-1600-449f-a844-175db343ecc5,2025-04-30,6.17,2506,Tempo,2025-06-14T23:05:41.194832
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,f571c660-9000-4cc6-ba82-8e7b3a6f4a54,2025-05-01,3.07,1432,Recovery,2025-06-14T23:05:41.194845
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,0935e9d5-fa51-4e03-8caf-1679762e6f03,2025-05-03,12.23,5818,Long,2025-06-14T23:05:41.194859
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,0868296c-063e-48ad-8b9c-23c7b6fe4668,2025-05-06,4.65,2211,Recovery,2025-06-14T23:05:41.194875
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,78fdd0be-dec7-4049-afd2-d12672ea0d53,2025-05-09,4.56,1901,Tempo,2025-06-14T23:05:41.194891
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,171b9587-898b-4803-9a92-b5b28bc3bf66,2025-05-10,9.81,4366,Long,2025-06-14T23:05:41.194907
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,e55b793d-3aae-4942-bc2a-4c99d96c1bf7,2025-05-12,4.14,1984,Recovery,2025-06-14T23:05:41.194921
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,683c23d0-f96b-4f51-8447-4fc68e225b15,2025-05-13,7.04,3180,Recovery,2025-06-14T23:05:41.194934
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,4c0f4be5-1219-4a14-a986-71e3557e7ad3,2025-05-14,6.44,3026,Recovery,2025-06-14T23:05:41.194947
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,a4e08af5-40a5-450a-89f3-5d01a6b8c1f3,2025-05-15,3.24,1359,Tempo,2025-06-14T23:05:41.194964
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,7a6255d4-3f1c-4aa0-95b7-dcd7add95499,2025-05-16,3.94,1587,Tempo,2025-06-14T23:05:41.194977
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,02a0aa28-3f1e-44fc-b7ac-ffc34eb41b51,2025-05-17,10.48,4674,Long,2025-06-14T23:05:41.194989
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,2db369fa-fcbe-4027-8087-d53e385727da,2025-05-19,7.98,3671,Recovery,2025-06-14T23:05:41.195004
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,b2a7a0a8-6d16-4c74-9389-8b74e335c4d1,2025-05-20,4.53,2055,Recovery,2025-06-14T23:05:41.195017
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,748941a8-4aa6-42aa-8d54-73f6243de948,2025-05-22,3.14,1271,Tempo,2025-06-14T23:05:41.195033
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,dda1ff4e-c28e-4ba9-a62e-d1d9e1f13e1b,2025-05-24,10.91,5062,Long,2025-06-14T23:05:41.195046
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,f598013e-ee17-4168-b534-6f9048f00116,2025-05-26,3.92,1488,Interval,2025-06-14T23:05:41.195061
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,3f1a40a6-9591-467e-a72e-5fd3a2364731,2025-05-30,7.34,3352,Recovery,2025-06-14T23:05:41.195079
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,7105d4b9-fc18-4d23-9059-d2376f0e6c57,2025-05-31,7.37,3385,Recovery,2025-06-14T23:05:41.195093
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,ebd47d54-4730-4573-84a9-394c26aa5016,2025-06-06,6.57,2615,Interval,2025-06-14T23:05:41.195118
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,7993b392-1eb9-4952-9a64-ae01e5dca221,2025-06-07,4.27,1699,Interval,2025-06-14T23:05:41.195133
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,f51f05e3-dd0f-4a76-8fc9-f59a8377ed36,2025-06-09,7.83,3116,Tempo,2025-06-14T23:05:41.195147
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,d31e6967-7c8d-4a70-b69e-ec8dfda713e2,2025-06-13,7.16,3394,Recovery,2025-06-14T23:05:41.195165
540894c8-b0f1-7079-e1b3-4c93e1f7ed5e,45bd06ab-904a-4ae9-96f2-83cd307e420e,2025-06-14,3.17,1310,Tempo,2025-06-14T23:05:41.195179
